query_id,answer
UcNP06obgZfbDVXP,183876258d4cf098 26beb27dba8e9f64 e7c5d2c02740976e fb45705914d27b30 04130ed684f02adc 1c254ec36867b918 0b1311ceb2f8b906 abbb884ec956f91f 1162d2ec80eb91e0 836b5019db43e693 007e56a9959aa3ae 3cd336dfe674ad1d 49b9c1c2522e6229 444768febdafcd93 d4f4a4c1954409f3 e6902144ac747ce9 db8e286d4e5bc80e 81b4c8508a2b2037 698b5194c37b67d3 63348b6e4ac813a6 d0dd6fa2cdaf9f1d 3c8cb70387fb3360 e989eddb0a405a02 228af09c85d57397 125f3d93cbf750d0 059cadbc35473721 a3ac30eb46ee58cd 7a984e8a3907825b bf3dbc420dceebec d7d5cebe6eda5bc7 bfeb032e12a2ca3e a8eff19dfea55549 ace8aa04c7d34f6d b5bccac6e4e48d59 85a379f50951d2dc b48c80b82049e0f5 0820970a0a4d2fe5 126f1ed5e155615e fac42f424b8a942f 50c4d42f9896eaeb 2ef7a4522acd5ab3 b10f515086f6ae43 8c2e1edd9c5b62c1 8447c67184fb7ca3 e042875f7808b105 7fb7c09a8f5f99c8 10e755b1597b7376 fe1e3b818b825552 82eb7a493fa114cb f17404dd2cefe99b
dV1iEOJgWxInAExL,b16031aaa443f9a2 719daee63ade2054 4725c86e85feaee1 b0b3bf412434bead 0919aa3639324654 3de4b1d9e5595b61 d26f948d99658f43 bb774af226040363 3c8479d75607564e f6623d874228a7c9 6002a16af4ec09b5 4bd913aa449e878e 05233601fb4063ad e23d912b605d8673 1358e9c8349b3100 069f000da822a9f6 e39d54d1af8fc2b0 fb824ea210eaf813 3037ce18cb854d1c b670c1eae9c3a430 1311852f405e82e2 87f5005096361bbb 767a029ef2cc93f1 fe79881f9c5f1a87 e65695df52c380e2 36cc5e4515d0fa83 f0e38aea511b0a93 15b87dbafc289405 5ab8867a3a463b52 2e1a274cb449d6d3 a8e4b07a63a20ed2 9a31504b143f19b7 5a715317435d1a1b 0ea318550eee75ca 56f6c721959cfc90 86130c6ad683d45e 0b39a9e2d2021749 8f926de06d3daf37 4529d031ca1b2a2a 41d5f4914886afe5 69b98db4c1cc0d23 da414013c1c78314 cfab009572c246b8 c9db33c5c5c0e95b 732dbcbc8f50d82b 53a536238541dcd0 c131c6edc345d208 d5b402702f6d2fb0 7bf5a8eba77b3c59 c8f294d41a79f22a
SCWzfoJpjsOoFVzs,9ff95ea516416bcb 1da03b626159268b 16a871227e67e62d 5e153032fc8734f2 0ef7990bacff314e d665e61e2985fafc a6fac98e4cca1bdc 6e41939a8d8f0f2e d6714a236b1318d7 0f256f62dffc63ac 8ff15cf0df245dd5 c0d1cc6e7eb030c1 7b5cfbd242cde8d3 662fb14d306d3827 9fbac46b92b90c40 b8d8b006f72906a7 39d881e41b5c8d45 4d958739104ed481 279578ee0d6e4bdd 94c57c6713b36226 04b3c9d52d80b499 335158ac6a0008b3 f23b53982c6a7f11 78c230d33db75f43 6f697a01d3ecb594 4a8675a933e2123f 6a28eca0d332072f 4f7deb15f656ddc1 0ca5ce09a7a42b16 1e47689dff7bc31e 8ed58660d6fd9cf4 d4aa02f02d959569 dc8def27b6ea39d2 271f6072baf4853f 4e0b5cff9000aa89 f9b62dd317bffb62 e32532d75593e1e5 0b235be8df67550e 0d65f6320645819d d19d72d366969159 f051b1ebd65f894e a3695375620fa48b 73c824b5f00b7f22 74268870c997cccf 1efc81c529a41993 0778784d28be5b96 af5fb5c04a10c6c2 e3356487aebf24f1 a7cda8789f1438d3 4a8d2437965d66a9
aQWjSXzyXKT8eL5I,625933c66de8e261 b48db87bc352f785 0f94e5126850613a 454cd854cf16f9d7 ad5139fd78a41fe1 38a38ab0a31d2c67 d8e945368d571a43 f4eda455106e06ed 1dbeede7951ce5a1 46193dca8e3df159 7d41410f5fa845db fb6c085e14d4deeb 782ae244f62ee30d 307ca06d96a8e9ca c9cc4288f710a914 fdb854a84bd7b0ff 0a05696ae96c6ca6 dc486005c98e3e69 c29ebc3f58b450ae 50362efacfc23f67 f792868af775b595 ffa15022366058d0 e59bfc8d98cd42a6 8e0d2243778da203 8a8941a88d627448 144bc7abf63e2194 6dbcb051fa851233 b51732b7fc9b9da7 bf2bedf7cc7a14d3 d1c827d27d6ffb5c dc7c5a6e928b1e1c 434434612a27c4d4 582aa6e179267304 d5f67b0563ea938f 39ecdb4067f03c15 09cc4f9a825bd2fb 4155b6a0de859df0 dfc550a0f6de57ce 9499b608ee6b5ca9 7a2e408e6b2f2643 572d88461f28adc4 22c348a0f544a756 1719a9556940e5c4 4285e4e0fcdbd5dd a8a5577cbb534fb4 f1dbd225266d514f 8ccfba0daee499b4 eead0a53582e3d98 3358df9f6ea7f8a8 ca02ee6c7554c628
OUgc56eu4V8OkaqW,fd45cb5d124434f4 eb94b654a65d5d8c 8174764f5c7fc759 7669c9a8b40c82c5 e8bdaf3430cb9e5c d4c5f7030a86cd3e 0562e512e22ddf8a 9cf467365f6f15f5 c5fc2d7418d359f9 fa4860e08de5f263 fde17a96d6a12347 1497515567d17446 7aad0dff00c105c4 fe87ef56d5e96a61 f64fd496de336c2f c755234dddae62d9 50b74aa0183ffbc5 a99a0b5efd301d6a f54c2177d3c9e728 8940bfc23f55544a b91e5ffd9d5830fd 56aa2f5c91a3223d 9d4b4d9916cc0635 e76d16c5e9002944 5ef25af9420b2269 dd8bc9b05fb01559 b60e756d2c219f02 675e48a19d19e343 10775b40c4a7378f ffecd2616aa32b1c c37a473797426fd0 da5c1da120f84c83 6c9c1fd2d9cf6e6d b8ec4ae1ec2a3df9 0f8d3c4e660daaa1 9cecd92835c3d71a 9ddcb2da4e4e9443 dcf7c48e88169b6c 05f1376119806fcb 9e943e4a6fddd769 ff2731c8e1b7248f f16daa996f15fd59 0c421464f47fd3cb 3b63723f860e0e55 66e64a8787568070 5edc42e286758208 ea1fa00651a9ed86 c7eaf14ecf780fb5 9ff232132e8e959f ad8a3fdb1cdd8034
fJlqRtbp6GrjNiwL,be9274795d88ea65 27dfa2adc42da308 59e4cb825fd7c551 b148b710b6c45fef c6bb164ae355269d f8ead305e26eba89 3d4d0f9369b05d60 e1e0aed4c6c273a7 b516ae034dd0ceb9 10231881607de820 831dabb3b3c13eb4 866caac5a476c0a4 514b129c81db2e74 09eb27e3f76a0a8c 376bccba3ee425d6 9fba4f644467f967 d820cf6d860309b0 fcbc7c91c92a75e5 bb246ab52d133159 19fdc68f248c15c0 5e27d5bb904b7557 313b06e855cf70b0 5783f507aac10833 e1ac322f8510547b ed2e1c4ba1499b14 ea5f552b5ad6a04e 68462d89ad61dc72 7d21ee1566f421c9 6f09925bc98c5c8f 681cf9a2b327b30a e9ce48131c27ea0e 91cac6cb20684f07 f689fc23beac0568 165895d3492cf70c 1bfc6125504cc43d 9665a0f4e0eae1fd 0cd2acc6b43e027d 1878f9f45c34339c 9ab2a76cbdb890d0 3f98020d80bc44c8 7503f34169813688 409dc5c434533485 bf2496e6ac80a827 3601c64d5b5ca517 b8bbfb3beea72a53 b2f6ed60943b93ab ca4619c172bffc70 5058f4d0d3e68b29 286bb18746a463ad d8c6005701c81757
88lfpXWGKF2UdBNh,317eb8bfeea7f171 1d592496c2523f1c 26616214bbe9e19c 9f149e8a342f4d6f 55f65dc3cf17a6a7 909469ab1b1150ad 234d7fc593fbe4cc 10269756d1f3f255 ee34feca7a49fa7e 9120eb7b7eab2426 2fe891a35aa73c28 cf23c1df724b76eb 33b3a8e3ab15faf8 88e9a935f58eaecd e7b33daa70aeccdb 75a1488663cd32f2 73c2d74a1aa16a8b 936fffb08e2c309a 8ff0528a6c288f7a 74e1806b3f28e357 4e25b5da3e36e3aa eaf8f430035dd25d eae48ae421b46f88 9b200bc9176e3af6 fb9a0da67aeb67cd 3c159564232a9be4 34650113fb396f11 b709447c8298b25a 5adafa0aaa24da4e 86c47e2dc427b1aa 959043ae79d6909e c7e0093aa2306f81 2bc8fe791e6ca21d 46f233e118434754 b29f773ffcc9e312 8fbd7eb6dbaff7db 09c6fbc5f924e8a1 4b46cd131e3874e5 64058316340727ac 4a85e7775e755aa6 04749ef11ea68181 b194f1a8eb050f29 8e97490a154f6474 284dcae57a638363 940e98a496349206 99c1f098b6d7c521 e555c0e941a75960 9c20cda0e941c2f3 f967beae4a9cf7cd 456581b71c8d914a
UbMW2iPhmLaFr3Qj,b669d57e990bd5c6 02745b08fae2bcce c7a092f3d56ef7fc 7f3c64b829a9d6f7 155f9a82a7e68ba4 d2360cae2b737fa9 70f9e8b86cad6531 0af864439a1a954c 37eac4121e8ec595 752e8f9d3e408fe5 cad5a46243af3583 fa73e8726bc122b3 113b506532ecc87a 9f8da7722f4cbf52 dab78591f531c904 f20e85a220b22800 a2a7d4573eb690e8 304d8e134c9c3041 7fc95c2fc528098e 3cc821519b79e5f3 bd5e160477f9003e d496b27988dfb754 8624dc298a1e7e66 ab84f22b6539f481 9a4fe660f8ee8e21 6f3cf1006808eb2a 7d47e1a08b6b6a3f 25c472a3278b956d 86dfa29d87eddfe7 9ba60f33c8a8b31d 4befd38355db179e 88abc226deb22649 40664b20113932b1 211e80452582144c 76e4f7fe38d03601 6ed1b140635ceaaa dd3a5963cdfc079e 77d2745343337fbd 711c1c8990554568 2ad9a4293764288d 6448c2189fac7540 769b05857b06375e 757604860c62f449 39ea5442685692e8 96455421e999e290 ca89733401206523 ce21e778a00d5e8c 75fecab85d1716d1 a66c5f1862f3c841 c5f28d7b0d8466f0
Lgj2CCEQ11OVs3to,2597e2b911732c11 7129487934bb98ca fe0da231f7e3cffc d4231bb59425d2be de0836127cf17409 4b7df761d6c48ba1 e5bb84133c3c472c 99b6740a3e82007f 30413953504c39dd 21fcd94ac94c3331 ab901f3e40245fe6 b396224fa329e09e c70b3bf38d42a047 6b8c94e537b7dbea d7b72b67acc2bf5e 9b9b3ccbe9e81da4 5ee4f369462ec9d1 904e510517e4b0f4 6ee7f6f43cf9a484 9c194decc94afc94 cf89e1a88b023b78 ceeaf6f72ed0dc0c 8b6f0cbd65ce9fa9 4804af1b47fceb1e a3132f4d0dd9b6ec cf3519bad8e6c9ad fa7ca6a61bf5881b 4cbfad6860894d5a 40bd2947258a0bce 3b046779821b1c21 f3ca24b0443f321f c0119190911dfdfa 65cd89a9249bdb6d bd036802de29d677 66748b57b4d00dd4 a142872c54bb7236 0b2025074e912174 c07f82004320bb69 06f28413d854373c d09250ff682f0ee7 21b229e6719b4092 0d5ffbdf746aba56 fb5e90c7ff509b08 cba6d4bbf01a5e70 c72e81f550fa9e80 a2c0e4842b3fedd6 15416a6340612bf0 dba4af0d74ae6f22 53893573a865cc01 983fac989a6b4dee
aOHwkTOw33eylpw8,7e42c374241474db 2ff3e2cc8c0907f6 a19a0307e8873271 44a02e027dd6cdd8 ceae4879f07db01f 297db8590e02bee3 1afa9f0114c86e39 cbe61ba95ecf3c9b 5f46d9b3d18f0c50 7b8bf8c9efa33b4f d07e4b2da959610b f24ab9611c046b9c c058f31e3e0a9d53 ac96991e45a65e26 e5106f0ccd5288d7 ec981783844c0323 d45f86582c9940ec 9a03b6787b798c93 12c537c41e4b2152 797344eb6651e175 7c297d0cb509baa6 6970cbcd45c7dfbd 1583073b01b900c5 09472dc99a297025 8b3b635e6cb2d281 930638869237e098 d8da9da8d23d4ca4 ef8a28418b8a227a 61051c806dfe08e1 4be3a924b8602290 fc550e58130a6381 9ebcb64a2ec47dcc b679fe94bfe50686 cb9feda29854624d 3e8e1419d0e0bc39 fb50de2ad07b457b eebc97aad4564597 bd2f8a3a2545ecc1 93bb45f244170e54 e7b3650a2d3c5c75 b13044f7274cf9d3 87faaa665fcf5b22 f8aa84eb9b81a584 583291d87829da69 6c46439115da2672 e3d6e23c4a464d2e e901276ba298f846 09f6d321b722017b 9eff3e55b3a9fb5c 767b88aa8cea59ad
FfczgBnxPiI0YGag,fc9f17bff614921a ca057376d5b214dc 9ec09bb03cea970a 347409b6b7589f00 e6a1a03334922ce9 84139391ba960225 b369ee37ad4a7d21 9a359697b2901bf0 ae1c33396e33f140 ddd833a53cb35bb2 be500817547eab3f 4baa2b396e004152 1691d1c27e677340 a3ecd4dcbba0a792 77d11ce706e1c758 afa3b6859582e122 aab03c4e23473df5 08c4ff459fe6d589 d2e2dc0f9d5ba880 237011c5875f0ecc 1933d4195fe26919 76b33f905e94d57e 9356c03ccc91e8f0 00386810beada28a 8eea11579c9cb4ef 4dc26f74b4832c70 85ab8dcbeaf00de4 192118ee15068a67 9495c7e89663293f 0990280b900951dc 47cb12698efa09ac 231720e71a06bc33 4c692d508a9480d3 092039b38224db16 6bf3ae36cfed192b 5d67fe2d96d6e540 a2da452c531c8d60 b2f6ed60943b93ab 56a5e8bfe38b9306 3c3d360266e05629 37b1b81133673cb3 a8e2a39d9bd47139 ae115e66eacb252c 6f819a9dde171c01 b9695ed5c1814ccb 71245b9034fb5930 4d7bd99b9f8fc954 39ed7b12161ca44f 21ccf9959f540212 7e8955017ee3303d
DDTQ21nEmt6V5Riw,14a5ef537f93e926 4cd0a7d045c150aa 54842cc5a086bec0 4fc671ab16b907fb 296f07a2705e2de5 4eb7fd73e034bf86 e02edebf52b921bc 3e1edca8d5768d05 90eee891d4e77eda c5d88219528b8655 420d88245f21c493 64733117b48c4b38 650eb10238ee6115 dd635f44b3033f91 a2b00b5146c51455 f9ba3e4b34ff5a59 bd871c2f6e0a258d 38a3592af4aaa40e 937de9c3b15ebb94 a68729c2604cc3bb 6a3fa2715aa0a415 141ad0aa4de624c3 64fdf5ee28b23523 0100a0905dce65cf 4edae9ffa714c67f eb618feb6c3aef3e 981ce1750f49c5d2 92d0da8a9c86da97 f58b2a4e55ae49eb f3b1d436bb9a4205 b41490892217786a 2b3178875dd6f5a8 5048248e4b568119 fd0eaa94f9246212 35347c9f997ddab5 5653bdd67f45fb7b 56893330376e96fc 0494115008a2ea5d e8d5e89a0e2b88cf 46796573134610cc 1c19948add43c5a0 10e8deaea618094a 407095f06bfb51a6 eab43dce9622418d c950641870a8a46a ab5be91bebdf03f5 bee0abf76a983d2d bb758b32896cede6 5f0544a1c5ab9ca5 c5a06116eaa5a588
1kmaIvaJqb9HYhAz,7b939dca327132b2 1691cdaa7933374e a5241d1aa899a66a 5ba4466329eb7fb8 32c331b3bbfd5bcf 8b01341e3ce02d37 c5e87a6a4898092a 378bf402e583b373 33ee3c939f13fcbd 58e577a01052c61f 158c6dd41989ebc3 0bc647ff5d7f255a d768c4b6631e72af f8b094536c95f25e 17275bab3c82bd43 60e369cb382f7a26 362ad3b0e55fa9ce 55c3309359dce064 cf64530201939435 c01ccef2803d2676 191c18e7ad6546a9 daf80053a1df6433 b91aee612cf217c8 a3e60bcb128ee77d f7e3467bf7128af7 056e7d84aeeb112d 0b3cfac847417d58 1b6dfb498e4dddc9 584717aeb51dbb22 40a46741f9a6d611 c44cb0dee7ef718f 43453e8eddf1ee8b c672d03f89413109 43ab4418e848f7c2 5928ae2dbdd98524 09a68f8fd2e6c411 5af9659e4241fb90 dd3223f69f350f4a 4818dd93c3bd8ee6 bee2c33cd4eee128 5f669fa63b122b1e 736920edad7ae2aa d26ce8f32ce1b00f 44f2a2f74c9932d6 c0be2989318fa7ca df3877e088379fd6 4f743143381fe712 0e2fa47c3fbfb993 8e30de78d382e1a6 2d2281b905b424ed
yUm4zaT4nZ8FjHfK,d279dac125beed52 c3b939b1dcc8855b 3887c4f37e3ea832 50bd7e6a31cdd2dc 8db9b92079304bea e718a790fcbbbe3f 722debe3d163ce01 81f9dbab894170ca f9d883420aae820b a4c0eeb148dde795 bb932a87076e133a a66c5f1862f3c841 318d0e9f19907237 7d6532d1f3675887 b05ba265c4994fde b48d419b8886bb5c 5487e08b7c9b3a1a fa33a4752e269077 d7c1f2b5ec7f7f10 2ab56073933b9304 4a4ac2434aa22bf7 17acaf979e52fba1 48acab23c1b36153 94ac8384d05b5b68 8745cdfbf76d4d42 45ea3679d9c47f9e 029926e280624fb7 fae77e7b9d8287ae 98d7b960113620d7 dec706791e76dbb5 7e9c91099b72bf9d 99d5b02acee5b521 fee1195d6f58dfab 2546f48c2a74a3a3 405b24336873a63f a0179afe7033519e 6725ad27e425d744 d769bffa0293bd6a c365afb59cf618b9 c6a24f37db443445 ec291dbb31bae594 5e8532578d37322a 1efc8b09e288a683 98fdb1f8f47f0393 9cbd7ef0f7fccdfc 55aa68e7632d717a d2309f6d059ea1cb 9cfb854fd10bc157 74d002611edcbf04 821a04cd652fbc57
h1ijqMczH05uRllT,8f8cda3b072f1598 694aa425c340e4ed 021cbd6d4d0437ee a9fb9b62bd2ecb05 c1b69728fa9efebe e517abbbf91823d0 df7382bec39ce59b 1a47354cd6b6d0fd e39521f69a7b4e6e 8dcbd0e71e23bea7 379cec7b0f8e22b8 24feef3826ab1e27 ecc349000a0ad8d4 af1b7c982be4b292 201acf0ced781253 d846f97647ab622f 0b00c9ffa17c65e5 8b3b293c59f1ff08 69c9a83f00a0fc6d f4a1100dd762bb2f ad86cc7862fc62a3 c3999721e0e34075 6fa5b73a41b1ca30 4688ceaa3a458d0a 83c0f51bf27e911e 6b85313b8d287df2 5d1dfb2269547a34 e9cfd093180811c7 378d51d6b7ca5742 4c15275ad7088b91 8fc318483733e9a6 50190de99be37d65 2a655c88315a7f0b 58768d4b3605e77e 752e14ed26e24faa 761417f64707ce9d 1d7ba2ab40fabb0d 1055c30f18ea7541 3a5ee0519b0389df e1db801013d9de59 aa09caa9198e01a7 f6bed7a0849534f7 6d65a88c98fb34fa 7659710fbc02a14c 66c52687cb241d69 b3e89b3a45c20c84 cb6ab5b268078d04 7bc5ce0d07d455ea 529c9e554fc9d6a1 6bb6211b3c226565
srUtADqxC06SK80V,9b80df9051ab78b2 8b3a109b0c420407 1e1f93685ce756ca c58f89ebdeeb7e0b 63f4f7c1720041b3 7970f086cb009cf4 1f31c2aa188254bf 91bff87baf86f98f 8fd01c648182746e 7002540f0ba5f9d3 caa223449cb8bca3 1f9141b333c24b62 62e4a5b5d68e2344 dc0c8570a3e42195 e3e3c0798ce45d3a 2dafe53245e6d49b b01cdc272459de99 2e023cc7cc2a69dc b49cb453a84accc7 b2b32be4de75b57a 3688c5727b3c37d0 24cbf7a7baded22d 3c27dceaf0d22cf9 848a79333a08f449 69db86e78f12258d fe93e86660a115c5 4cafba8c17bf1741 cd728361bb1b7ecc 3c1d64b94f615e6c 4bf573dfca3a278e 2397056c79e0e17a 2bb31a992e4c5951 befbbe915074ccd9 e5ae7da3a6104128 78d404257e908a08 2d346eb11a8302f0 060e34235b78bcbb b3bb895e1c2b7485 48df134e60359c77 d3dd6431904a3bef e90383540918e7d3 59f70e78ace3c11c 2aa643b5e774ab03 ffb72cb0527da09e 50e27679ae586e57 913d4423255dabdd e87c36b5ff0c39a1 119691965ec2fb89 354743d0f4a98f3c 5411520eb748acfe
ZIP13Ye5O74J8F8C,4adbd4a2584bb726 70c71c55aee7356c 861e1b1310006868 9c9e3801b53be4e9 c7c4f82f35ee8605 460e59dfb125fccb 24df5cf589ff04fc 0e69f03bb6d8606a 0c0f94b54f088624 cff536483af89e95 13a624f8183c6c58 a4d14c4aa551dff3 61924d35200b98b6 6f5451ad70a5616e d667ef5352b1cf73 cb2fbe51b072c0f1 c336e76b5eabd6bf ad76828e41a005bc f00fff5345b97d7a 1eac616dc0ed1535 90e1e79426f2bcee 7d771ef5150dacbf 8ce79ff7b774ae24 a67c09232bea2f7a 49cad2faebf29b11 dea38ab0fab5d1d7 9fb4a8f7f96036f1 6f39b9b9cb3c74fe 965c459a3d127d8c 00f229120d4c318e 669a1a271109df5e 5a25e077c922f621 d2a5e25a9e79a493 71245b9034fb5930 a88e734b7512d85a 209f380cc33cdd79 4ba3c21fcbabefe3 5c8a36833e335074 3b92c39af91ee309 c60dfe19a46cd262 0b6cb56a81b2ea64 4d7bd99b9f8fc954 1b55f9fda7b2f713 ccc3de77a838f85f 9ae608017b438fa5 e5bb57e0094fd332 af5927be73249f94 ce151dda7d9c9eaa 453a7f38cffad342 11ee186b68bffa75
H7XNV49IHQwgmbci,40a6c063bec2c01f 45535b28ad7942d6 d1c38e184a11c92a be062f035be34977 e424656f73812cdb eee935961bb049fd 85db7ea73bff01eb 7f5b37cd56ca7893 8930f775d61e62c9 a4261c5202029c0b d1a9789291872409 39d931d967e5e989 7cd1a9c0d6487757 3fe1ab8cd9445c48 38549879dd2e8f41 878d73d22905dee6 eb82605a347763d6 989572ebc40a4596 15df13987d62d82a 1cc8aebbff2941fd 1e3fe426967f0d05 1d16a720c3ee8659 016f702b64033927 3a34097dcedc86f2 3ff581e485d8a935 dbf68d461df2cf7a 12b5d807755fdebf 736a051739feacd9 e5c61c84bf85048c 8184fd7eb08fd0c6 bc908e8595cced86 56e6804ed2f59e27 59be9f734344fb60 3eb78e31613de6b2 1cacbf04a8e2c80a af613f257c22b8fc b369350ee60cc61c cd145b61ee23a91b 799119e4dd63c2fd 508323d241c69621 4b8e00b09160811e b1e724d46576f4ef f402d17e399ffeee 67e448441a90b938 ce3c3b13b7783ab7 0f44277aa63a4e1e 3d864d44e70d003d 469238be816b3eae 3bdaa5eaad8ba3b3 6cc07f699d8ea587
8gUXhcp5gtbjWxqi,07ec46c63b3f2bbe a48a15e77789a256 e3c07401ad80f21e dd3e1d365c727e39 9d24ea5ada370bb5 6512376fc63b409e a7c861d059c9af53 e8518c0ca807c8ec 19f942b3a4c1fd8e 639627a284b2569c ad12632d5d197623 83735a596673927e 6396cb1a16407d33 9168bc535759ed08 5928ae2dbdd98524 5fad5c5be32a79a0 3e628b40ee15a923 7dbc99bc60a368eb 2eee2f82b713f1ae 0ee32cdd3c68fefe 99b06a92f6190b13 c7609c6642d60da2 2a6cbee7e0657ce2 84b292476dfb8d49 50fe209f16d4bc0f 22aeb8637427a2f8 a683d789dd35a7be f5737aa4dfa3f10d a712b67c98e5fe66 0d1792c8f8b9cf87 af8a23858cf6ee48 d3d9dacc4f46fde3 aa91eed47846e1a4 fe811f2bc7e4050a a082c97cc4d62d73 5deb318d72b7c55d a81209b307e86ca5 f31842b3e1b4b251 ec8ac8c94e59256d 980bf695a9c63fc5 4c3db837c9ace498 9ef5782cc7faa8e0 32ed6b399ffeda9f be87dfc4523b5ee0 efca4aadf8a64ee5 7e823e470c5b5cb5 37f9fec7d3521e24 9370268c2f897d8c 7ae8a2c9379006f4 9d9222b4012f221d
4cw0NTYfETFZQlVc,47aa8ed7fec46434 31bf7b9936b0e6b9 8a3920dc2905f16e 85686d9884e908af 822660b74c306bfd b284778d1557c049 c0b0f2dbb443f482 1a7e91fd375c4b8f a9fb2cb2742f4866 d701035b5448dade b2212a998c9a3dcc 464591e5c2ea5d1c 5ba1bbffc410423f e815040be0e1d73a 006fcc61eea28ff5 52679a7ea3d0bee5 bbfff6524ed10252 831c11aa78e3dd35 dfd9710981f2a04c 53a12ee00bd6755e 2dc977badc3ecffd ea2bfbc763d21870 58070468cb79dd9e 85a27adf7bd85109 ad80d2d6ca5ff484 3394c3d0952b8d3c 9749d24ef406f8ba a01dc87649248b1c 74710c8909058190 9dc7453a79f6455a 081e9d2546e50948 ac316788ae138166 4c4001dd3beb2e3e ffbf9150d91d9c29 82df2bc1fa61d520 54607921f973666f a07ed12f9360b094 77124df4f6e17c25 1dd9f9aba687e9b5 2a080c6a9d64946f 49198ad0c19ed7cc 8ddded5e0de9403f e064e4de3527681a 92608d36aab52b66 8631bcf1160491cd 1dce8c2af0b14357 544d25aee0eba67c c7a0efd9637677b4 9365fecf6f3b9407 a307cf440a0091cb
vq3SALViJVOaVpeR,8359a916087d7cb8 4420d1789bd918bf 78677cef9479f664 5207b90ba0512eef 2c4ff01bc659097b f59f6b3797bdc178 5a397145e9891cd7 c35218e95fd8851f dfdccdc6d85ec508 c1fffe9c4c87f0a0 d81892ddcf2cf6e9 11423d15dd99c44f 6c8841143c7e3e8c 3a3e97f89ee44abc 60700ec5d2d2d450 2675c529c0e56c1e 0c941390f30cff48 dacb3b896ef79239 250086a2c94c3b69 e62f081c1602abfe af2276b0ae668acf 71c194d0d59ac132 9ac0097406f2e71b 14ee064c3d2bbca6 57473cdb93115c38 c6c666024396906d 4cddff9b4191c580 284fd60e8cea9bcc 32f78d91ba979dd7 2753d329624ff4d0 b468f38ee57ec272 606b21ff3b4726be c9ef1a2a60753f40 29cdc1289be3184e 7f6931cfa79f9fa3 84780a57017a0892 af7be3799e03ed4e 7de7a5e230bb0684 8355eb73262e8322 201084abe5ba0096 45b610014bf107fc beb70085be64449c c2c56e2e046c8d0e 825ccd264a4815ec 4bc79fc761b57380 3a311f4fbabf56dc 04411963115bd7ed 45ee88f831736a35 fa1c9d763c2a98a7 baad1acf8ae9a9d2
pTJcwdgpLRe05BVE,9b5165f2f097b95b aa533f302c3ebde0 7d4a15646f209eec db5ee7e28db8cad5 88b7b658bbc277a1 aaa0d32fff549b36 2ca392ce7a96a1de 640c6a55c5e457ad 9867e920d715b0bc 069a7a88abb276d8 c7fafd24f8f09b31 1f6ecda08c2b98f8 240274cb6c68c39c 6f017343a34dfc20 8672eebdbb61bb17 5a90aec794fbbe14 426780ed457f62d3 99c1b993088da584 ab21408e4b2c1a22 cc4278bddf01d4f8 66a4b5f4f2600bc5 b9e6a9c7a54cbc3a e37c6c8aec9278d0 274bd1c4f0a30534 101b3386fe9de7af 5a307369a03aacce 68e39bf5e73c189d 4c1c9e7b37e55ffd 26e990d69e291d59 05f162ac6427cebc 0effc8be6a807a61 8fd0fbc08c0aa0f8 61373a59064a62f9 1c318e9208684075 f55d0e26af8fe760 c100c56cb02f997d 4f9dac433357a3cb 8226ef0a174ce583 aa8e06de0b47983b 3985fbba157dc273 1048785a87e22803 20f2b7eec17c60fa b56cf6de2fed69d4 ae0aabc854b00226 b5b19864e0c2a207 b461fea714c534aa 44cc828eec04a993 00e61d66eafd987f 420d88245f21c493 6b229146ca3f5596
9WweY1Y3is0uIoNF,b96cf8972bdd2486 7a0fe4c8c68eb54e 30f4f134230c50d5 ae81b2d35c623226 464f92a928bd737b 2d3267edb01bdb87 f5752c9b70640f65 c7f4dc121d5676ec fa7d03a09da44f91 82cb5c690f1f8193 c458cdb9bf81810c 462fb4adfb3a0a3c e4e5c1fcea0e9322 f82675f44e80c346 40cb7f591b703019 626b11a3b61a4111 708075ee8d17f3cf 7006606d283cef92 138839b73f55f5ed ac9aee62e5234ac4 0abc436b1b5e1e43 8853b4e5bb968bf7 80dabb36c3317e2f b15922d4d7fc0dbd b521389a1aba371a d3de5d82cb4a18ca 9afe681d120f2117 00e586f7cd3ac3df 312da0822e267fa0 078b0ec0626486d0 b368bf9b35dfaba8 b51aa545e0f0c499 d7f7d1e67708cc95 47b5d3aa69740d4d 9c7d8bb528ebe01e 0efe89efc3fbb277 693c79d59bb3db0f 820cab0140334cff 08e483ceda254bac 675ed9cdce84e4ca a06b0be76fe56441 c55c2862645e6606 a11de8ddbcdb4543 dc656332a850597c cbeb5049f71e9951 9fcf3d4b6459502e 3bacaed6edaec0b0 da2e6461965d91aa 405632d57a30938a c7d76aa344f4a9b8
